"Restaurant Name	",Business Vertical,Tags,Competitor,Opening Hours,City Code,City Name,Address,Country,lat,lng,Google_id,Google_reviews,Google_grade,Google_maps_url,phone,created_at,updated_at
Chimney Cake Factory,food,"point_of_interest,establishment",Tazz,Deschide maine la 12:00,BUC,București,"Calea Victoriei 87-89, BucureÈ™ti 010067, Romania",Romania,44.44284,26.0934188,ChIJQ1yJzPz_sUARstGYOXPN250,5,20,https://maps.google.com/?cid=11374911178625569202,+40 770 455 381,27/07/2020 23:35:30,27/07/2020 23:35:30
Ribs Bar&Grill,restaurant,"food,point_of_interest,establishment",Tazz,14:00-22:00,BUC,București,"Strada Constantin Brâncuși 13, București 030424, Romania",Romania,44.4293314,26.1611982,ChIJUwszC7b-sUARxdFQ5MPCt2I,4.3,1455,https://maps.google.com/?cid=7113368283059900869,+40 31 426 0694,27/07/2020 23:35:32,27/07/2020 23:35:32
Mao Pub,restaurant,"food,point_of_interest,establishment",Tazz,14:00-22:00,BUC,București,"Strada Lipscani 69, BucureÈ™ti 030167, Romania",Romania,44.4318313,26.1023758,ChIJV0CqP_n-sUAR27YdfRzY0t0,4.3,252,https://maps.google.com/?cid=15984075644361094875,+40 768 777 667,27/07/2020 23:35:33,27/07/2020 23:35:33
Bolta Rece,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Popa Savu 55, BucureÈ™ti, Romania",Romania,44.4641487,26.0847985,ChIJLToRJxACskARXYJ-9-5tw20,4.1,552,https://maps.google.com/?cid=7909286243714630237,+40 21 222 7258,27/07/2020 23:35:36,27/07/2020 23:35:36
Burger God,restaurant,"food,point_of_interest,establishment",Tazz,Deschide azi la 17:00,BUC,București,"Strada Profesor Ion Maiorescu 14, BucureÈ™ti, Romania",Romania,44.4451506,26.122475,ChIJacb33if5sUAR2tQDQotA9sY,4.9,51,https://maps.google.com/?cid=14336717430632731866,+40 723 000 525,27/07/2020 23:35:37,27/07/2020 23:35:37
Ciorbescu S,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Gheorghe Polizu 11, BucureÈ™ti, Romania",Romania,44.447868,26.0807529,ChIJ2yR5OxwBskAR2UpNpaJ0jCs,4.4,10,https://maps.google.com/?cid=3138011282277223129,+40 728 326 010,27/07/2020 23:35:41,27/07/2020 23:35:41
Crama Hanul Hangitei,point_of_interest,establishment,Tazz,11:30-22:00,BUC,București,"Bulevardul Mărășești 70-72, București 030167, Romania",Romania,44.4217331,26.1058371,ChIJ-xOpsj__sUARm_khCnFJfBM,3.5,39,https://maps.google.com/?cid=1404077933682882971,+40 744 827 323,27/07/2020 23:35:44,27/07/2020 23:35:44
Flip Flop,bar,"restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Dacia 139, BucureÈ™ti 020053, Romania",Romania,44.4446149,26.1155209,ChIJV7y9CIn_sUARxvrewqGvKpU,4.5,89,https://maps.google.com/?cid=10748596569967098566,+40 771 205 071,27/07/2020 23:35:45,27/07/2020 23:35:45
FULL KEBAB Vitan,restaurant,"food,point_of_interest,establishment",Tazz,Deschide maine la 11:00,BUC,București,"Strada Locotenent-colonel Dumitru Papazoglu Nr. 110, BucureÈ™ti 031205, Romania",Romania,44.41919,26.121216,ChIJp7DDUGL_sUARazh11LHNZpY,5,1,https://maps.google.com/?cid=10837575716971034731,+40 723 333 388,27/07/2020 23:35:47,27/07/2020 23:35:47
Garden8,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Dimitrie Pompeiu 8, BucureÈ™ti 077190, Romania",Romania,44.480939,26.1197978,ChIJtZGoGvP5sUARP4jsCyW_BdA,4.6,14,https://maps.google.com/?cid=14989597100607309887,+40 731 156 700,27/07/2020 23:35:48,27/07/2020 23:35:48
Glucoza Bar,bar,"restaurant,food,point_of_interest,establishment",Tazz,14:30-21:30,BUC,București,"Str. Barbu Văcărescu 164A, București 020285, Romania",Romania,44.474784,26.1083005,ChIJTTeE2HcCskARBOv792SYxkw,4.5,4,https://maps.google.com/?cid=5532276751695866628,+40 21 208 6197,27/07/2020 23:35:49,27/07/2020 23:35:49
Jadoo,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:00,BUC,București,"Strada Nicolaie Racotă 3, București 011912, Romania",Romania,44.462589,26.076456,ChIJ20urzhsCskARvquFakHnS3w,4.3,563,https://maps.google.com/?cid=8956506552102398910,+40 21 222 0502,27/07/2020 23:35:51,27/07/2020 23:35:51
John`s Pub,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bucharest, Romania",Romania,44.4348953,26.0203677,ChIJEaMkqh4BskARLXS24gUS52k,4.2,140,https://maps.google.com/?cid=7631087910090339373,+40 761 927 207,27/07/2020 23:35:52,27/07/2020 23:35:52
La Vitrine,restaurant,"food,point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Str. Barbu Văcărescu 164 A, București 020285, Romania",Romania,44.4739707,26.108198,ChIJpZ9MzXcCskARynhel5uH4R8,4.7,192,https://maps.google.com/?cid=2297266387264895178,+40 747 111 967,27/07/2020 23:35:54,27/07/2020 23:35:54
Lunch & Diner,restaurant,"food,point_of_interest,establishment",Tazz,11:30-19:00,BUC,București,"ABM Building 70 Anand Rao Circle, 6th Cross Rd, Bengaluru, Karnataka 560009, India",Romania,12.9796817,77.5751304,ChIJRRUYXhAWrjsR6Jxat7CodnA,4.1,8529,https://maps.google.com/?cid=8103850056443665640,+91 80 4041 4141,27/07/2020 23:35:55,27/07/2020 23:35:55
My sushi,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Erou Iancu Nicolae 67A, Voluntari 077190, Romania",Romania,44.5136402,26.1264961,ChIJzVR-nLoDskAR7gbSRrkVqPI,4.3,19,https://maps.google.com/?cid=17485249438767253230,+40 770 902 782,27/07/2020 23:35:57,27/07/2020 23:35:57
Pizza PPH Sipetului,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Intrarea Sipetului 3, BucureÈ™ti 051053, Romania",Romania,44.4584464,26.0469362,ChIJc8X60g__sUAR209RSoYHwBU,3.5,126,https://maps.google.com/?cid=1567260943678787547,+40 31 9441,27/07/2020 23:35:59,27/07/2020 23:35:59
Pizzeria Brothers,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Vasile Lascăr 136, București 030167, Romania",Romania,44.446663,26.1113961,ChIJ7aWQoq74sUARtwzK97NZFGA,4.2,140,https://maps.google.com/?cid=6923257156666526903,+40 726 527 477,27/07/2020 23:36:01,27/07/2020 23:36:01
Pizzeria lui Antonio,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Parter, Calea Văcărești 203B, București, Romania",Romania,44.4111496,26.1153347,ChIJ7Rv4nP7-sUARNs1m1NM7ri8,4.7,1185,https://maps.google.com/?cid=3435749346717912374,+40 730 622 600,27/07/2020 23:36:02,27/07/2020 23:36:02
Salad Box ParkLake,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:00,BUC,București,"Strada Liviu Rebreanu 7A, BucureÈ™ti, Romania",Romania,44.4204066,26.1500805,ChIJdWhDgcD-sUARkPIYceJNvMg,4,188,https://maps.google.com/?cid=14464521738162598544,+40 730 725 230,27/07/2020 23:36:04,27/07/2020 23:36:04
Shoteria Statia de prima alcoolizare,bar,"night_club,point_of_interest,establishment",Tazz,12:00-00:00,BUC,București,"Strada Șelari 17, București 030167, Romania",Romania,44.4302039,26.1006256,ChIJ9z6c0D__sUAR9TTCP2Pq_hg,4.5,566,https://maps.google.com/?cid=1801134612987131125,+40 735 400 505,27/07/2020 23:36:06,27/07/2020 23:36:06
St. Patrick Irish Pub,bar,"restaurant,food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Smârdan 23-25, București 030072, Romania",Romania,44.4315524,26.0997364,ChIJH0KMhT__sUARA5rkE6jSKyk,4.3,2947,https://maps.google.com/?cid=2966696398883691011,+40 21 313 0336,27/07/2020 23:36:08,27/07/2020 23:36:08
Switch. Eat Bistro,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:00,BUC,București,"Strada Horei 34, BucureÈ™ti 021378, Romania",Romania,44.442688,26.1244966,ChIJZZuvvDL_sUARcDsEZjlJ3Gk,4.5,2021,https://maps.google.com/?cid=7628052379732294512,+40 726 023 881,27/07/2020 23:36:13,27/07/2020 23:36:13
Trattoria Roma,cafe,"restaurant,food,point_of_interest,store,establishment",Tazz,11:30-21:30,BUC,București,"Strada Mântuleasa 31, București 023961, Romania",Romania,44.4367307,26.1139881,ChIJv_nbmDD_sUAR9DNzslJkq0A,4.5,441,https://maps.google.com/?cid=4659928545788900340,+40 722 368 745,27/07/2020 23:36:15,27/07/2020 23:36:15
Vacanta Culinara,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Șos. Chitila-Pădure 2 bis, Mogoșoaia 075100, Romania",Romania,44.5214907,26.0049998,ChIJrdLamf0FskARZ1Tp-cG2U9Q,5,7,https://maps.google.com/?cid=15299773303345468519,+40 749 899 998,27/07/2020 23:36:16,27/07/2020 23:36:16
Villa Bellagio,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Vrejului 21, BucureÈ™ti 031865, Romania",Romania,44.4125352,26.1311484,ChIJz-Hfbjb_sUAR03EjsZbViGs,4.4,109,https://maps.google.com/?cid=7748678002084639187,+40 729 005 599,27/07/2020 23:36:17,27/07/2020 23:36:17
Vivolis,point_of_interest,establishment,Tazz,Inchis,BUC,București,"Șoseaua București-Ploiești 199, București, Romania",Romania,44.532466,26.0683791,ChIJKcgGyUsDskARpThkbsoYjBk,4.6,151,https://maps.google.com/?cid=1840873605402212517,+40 756 034 134,27/07/2020 23:36:19,27/07/2020 23:36:19
Furgoneta Pipera,restaurant,"food,point_of_interest,establishment",Tazz,11:30-19:45,BUC,București,"Global City Business Park, Șoseaua București Nord 10, Voluntari 077190, Romania",Romania,44.4900168,26.1267174,ChIJL5qW_Sn5sUARY9WWuDTvAw0,4.5,50,https://maps.google.com/?cid=937856157137425763,+40 744 707 493,27/07/2020 23:36:20,27/07/2020 23:36:20
Uncle John Sun Plaza,shopping_mall,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",Tazz,Inchis,BUC,București,"Calea Văcărești nr. 391, București 040055, Romania",Romania,44.395232,26.1226671,ChIJncwmH13-sUARk_NtZQiy37Q,4.3,18789,https://maps.google.com/?cid=13033331595764691859,+40 720 200 582,27/07/2020 23:36:22,27/07/2020 23:36:22
The Globe Pub,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Postăvarul 56-60, București, Romania",Romania,44.4173043,26.1715719,ChIJS6HJVKH-sUARip7c90G0dAU,4.3,285,https://maps.google.com/?cid=393137262912380554,+40 721 329 164,27/07/2020 23:36:24,27/07/2020 23:36:24
Pizza Bonita Parklake,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:30,BUC,București,"Strada Liviu Rebreanu 4, BucureÈ™ti 031771, Romania",Romania,44.4207481,26.1501544,ChIJtWkHI-z_sUARUm8NFZKhuIk,4,80,https://maps.google.com/?cid=9923859427701387090,+40 758 111 115,27/07/2020 23:36:25,27/07/2020 23:36:25
Furgoneta Militari,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:30,BUC,București,"Strada Buzești 59, București, Romania",Romania,44.4494025,26.0829954,ChIJUxJGcv4BskARVPGHIapnYLU,4.4,221,https://maps.google.com/?cid=13069560099033837908,+40 748 250 200,27/07/2020 23:36:27,27/07/2020 23:36:27
Furgoneta Piata Victoriei,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:30,BUC,București,"Strada Buzești 59, București, Romania",Romania,44.4494025,26.0829954,ChIJUxJGcv4BskARVPGHIapnYLU,4.4,221,https://maps.google.com/?cid=13069560099033837908,+40 748 250 200,27/07/2020 23:36:28,27/07/2020 23:36:28
Restaurant Divin,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Mihai Eminescu 114-116, BucureÈ™ti 020082, Romania",Romania,44.4478915,26.1066508,ChIJMUqQDkT_sUARtwtZUxNObJM,5,3,https://maps.google.com/?cid=10622951465969847223,+40 770 967 268,27/07/2020 23:36:30,27/07/2020 23:36:30
Smart Bistro,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Dimitrie Pompeiu 3, BucureÈ™ti 077190, Romania",Romania,44.4792075,26.1093309,ChIJrzrupnkCskARPfJ4CFNyVjs,4,223,https://maps.google.com/?cid=4275730597184860733,+40 732 018 629,27/07/2020 23:36:32,27/07/2020 23:36:32
Trattoria La Nostalgia,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Aleea Primo Nebiolo nr.2, BucureÈ™ti 011349, Romania",Romania,44.471758,26.0750575,ChIJFaUBGD4CskARzTpk4zIZTnk,3.9,115,https://maps.google.com/?cid=8740951633126767309,+40 722 236 775,27/07/2020 23:36:33,27/07/2020 23:36:33
Restaurant Dristor,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Dristorului Nr 121, BucureÈ™ti, Romania",Romania,44.4202053,26.1396934,ChIJic5m2On-sUAR85FclUIGg6s,4,886,https://maps.google.com/?cid=12358728685478253043,+40 728 975 774,27/07/2020 23:36:35,27/07/2020 23:36:35
Hot Grill Cafe,restaurant,"food,point_of_interest,establishment",Tazz,11:30-18:00,BUC,București,"Calea Griviței 172, București, Romania",Romania,44.4522506,26.0668793,ChIJCTaDN_EBskARikN3SfKwmOs,4.5,50,https://maps.google.com/?cid=16976513350034211722,+40 767 241 445,27/07/2020 23:36:36,27/07/2020 23:36:36
PadThai,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Bulevardul Decebal 3, BucureÈ™ti 030961, Romania",Romania,44.427744,26.1307366,ChIJVVWxKdn-sUARIZmBLZ5ncYY,4.5,252,https://maps.google.com/?cid=9687638202516609313,+40 726 637 747,27/07/2020 23:36:38,27/07/2020 23:36:38
Pizza Bonita Strip Mall,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Erou Iancu Nicolae 67, Voluntari 077190, Romania",Romania,44.5137393,26.1268811,ChIJ05Ul6rACskARw27EIm1Kvx0,4.2,136,https://maps.google.com/?cid=2143513780246834883,+40 371 111 555,27/07/2020 23:36:39,27/07/2020 23:36:39
Zeppelin Pub,bar,"point_of_interest,establishment",Tazz,14:00-21:00,BUC,București,"Strada Marin Serghiescu, BucureÈ™ti 030167, Romania",Romania,44.4398838,26.1101197,ChIJxeuQUjb_sUARdMCf_haXfnk,4.8,456,https://maps.google.com/?cid=8754600850671779956,+40 734 608 838,27/07/2020 23:36:42,27/07/2020 23:36:42
Taverna Fierarilor,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Nicolae Grigorescu 2, BucureÈ™ti 030451, Romania",Romania,44.4340458,26.1599892,ChIJWQu_4cr-sUAR_by14WWDn-g,4,632,https://maps.google.com/?cid=16762260811697995005,+40 771 373 821,27/07/2020 23:36:43,27/07/2020 23:36:43
Sushi House Delivery,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Mihail Sebastian 48, BucureÈ™ti 052034, Romania",Romania,44.4150028,26.0715137,ChIJJc0JwRL_sUAR9-OAxXL7bIE,4.6,9,https://maps.google.com/?cid=9326105398735856631,+40 720 033 582,27/07/2020 23:36:45,27/07/2020 23:36:45
Have a Cigar Pub,bar,"meal_delivery,food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Strada Dianei 11, BucureÈ™ti 030167, Romania",Romania,44.4379434,26.1062107,ChIJiTuKx0j_sUARgbcTtw4WtbY,4.4,944,https://maps.google.com/?cid=13165453338144388993,+40 21 313 2109,27/07/2020 23:36:47,27/07/2020 23:36:47
Pizza & Shaorma Delivery,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,Deschide in 10.08 la 10:00,BUC,București,"Shop No. 37, Ground Floor, 1, Cunningham Rd, opposite to Sigma Mall, Diagonally, Bengaluru, Karnataka 560001, India",Romania,12.988132,77.593879,ChIJNy832QQXrjsReMKS12wzNPM,4.1,2119,https://maps.google.com/?cid=17524688592571646584,+91 89714 67023,27/07/2020 23:36:49,27/07/2020 23:36:49
Capri Pizza,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bld Timișoara 60C, București 061333, Romania",Romania,44.4251349,26.0132716,ChIJSz5pwVEAskAR1MA2UJhbPRw,3.8,257,https://maps.google.com/?cid=2034883316380254420,+40 21 444 2101,27/07/2020 23:36:50,27/07/2020 23:36:50
Uncle John Park Lake,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Liviu Rebreanu 4, București, Romania",Romania,44.4204596,26.1501057,ChIJqSjlg8D-sUAR17xZDS9PyNM,3.8,106,https://maps.google.com/?cid=15260534400850967767,+40 757 353 014,27/07/2020 23:36:52,27/07/2020 23:36:52
Sushi Time,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Ferdinand I nr. 1, BucureÈ™ti 021381, Romania",Romania,44.4384761,26.1165797,ChIJvfsP0AD_sUARa12AYBhsfBs,4.6,145,https://maps.google.com/?cid=1980576788090215787,+40 733 324 426,27/07/2020 23:36:54,27/07/2020 23:36:54
Vatra Satului,restaurant,"food,point_of_interest,establishment",Tazz,Deschide in 10.08 la 10:00,BUC,București,"Strada Ion Brezoianu 19, București 010131, Romania",Romania,44.435406,26.094498,ChIJ3U07-0P_sUARKGMHk-Cc34Q,4.3,2020,https://maps.google.com/?cid=9574543821166306088,+40 21 315 8375,27/07/2020 23:36:57,27/07/2020 23:36:57
Pizzeria La Strada,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Complex Rucar, Strada Baba Novac nr 9, BucureÈ™ti 060274, Romania",Romania,44.4257545,26.1450145,ChIJq0-JtNz-sUARa-xfaD7zAL0,4.5,660,https://maps.google.com/?cid=13619152722533018731,+40 21 324 8303,27/07/2020 23:36:59,27/07/2020 23:36:59
Plan B,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Austrului 1 024071, BucureÈ™ti 900007, Romania",Romania,44.4388682,26.1226753,ChIJ0UR6efL_sUARLXdEGyGUx3U,4.1,111,https://maps.google.com/?cid=8486914892715292461,+40 736 615 947,27/07/2020 23:37:00,27/07/2020 23:37:00
Sushi Garden,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea Șerban Vodă 86, București, Romania",Romania,44.4200454,26.1018225,ChIJKUJnGRD_sUARprXb-Gg9PH4,4.5,478,https://maps.google.com/?cid=9096212868442600870,+40 722 961 643,27/07/2020 23:37:02,27/07/2020 23:37:02
Greek Souvlaki,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea 13 Septembrie 172, București 061344, Romania",Romania,44.4221107,26.0691906,ChIJ_99XZXn_sUARzmI7F-B5XaQ,4.3,98,https://maps.google.com/?cid=11843756598423675598,+40 31 401 3685,27/07/2020 23:37:03,27/07/2020 23:37:03
Taksim Afi Cotroceni,restaurant,"food,point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Bulevardul General Vasile Milea 4, BucureÈ™ti 061344, Romania",Romania,44.4306685,26.052822,ChIJk6PdGdABskARCb_fpfc71YE,3.6,300,https://maps.google.com/?cid=9355449735757938441,+40 31 425 6701,27/07/2020 23:37:05,27/07/2020 23:37:05
La Gafe,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Dorin Pavel nr 1, BucureÈ™ti 023714, Romania",Romania,44.4608304,26.1206962,ChIJ27iYmb74sUARnPvgxmvEhTk,4.3,260,https://maps.google.com/?cid=4144934999241587612,+40 721 389 446,27/07/2020 23:37:08,27/07/2020 23:37:08
Alexia Garden,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bld Timișoara Nr 58G, București 061333, Romania",Romania,44.425704,26.014897,ChIJycLjn_cBskARZNTsKevlYOU,4.4,238,https://maps.google.com/?cid=16528463430633182308,+40 374 015 050,27/07/2020 23:37:09,27/07/2020 23:37:09
MyMeal,meal_delivery,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Florilor nr. 7, BucureÈ™ti 012263, Romania",Romania,44.4693251,26.0535729,ChIJ6SStTi4CskAR_LN2dK78hng,4.2,94,https://maps.google.com/?cid=8684906757639025660,+40 784 321 321,27/07/2020 23:37:10,27/07/2020 23:37:10
High Life Tavern & Pub,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Viesparilor 51, BucureÈ™ti 020642, Romania",Romania,44.4521121,26.1137583,ChIJ1asElLb4sUARKExXPoEhm_0,4.4,203,https://maps.google.com/?cid=18274236751966325800,+40 21 610 1099,27/07/2020 23:37:15,27/07/2020 23:37:15
Trattoria Planet,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Șoseaua Sălaj 363, București 052034, Romania",Romania,44.387228,26.060801,ChIJw9oyW9z_sUARv7U8xoZRmvk,4.4,339,https://maps.google.com/?cid=17985777701150832063,+40 31 9462,27/07/2020 23:37:16,27/07/2020 23:37:16
Coltu` Berarilor,meal_delivery,"bar,restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Frecăței, București 051942, Romania",Romania,44.4091752,26.0701497,ChIJy4HCjZn_sUARkf50OHoCghs,4.3,479,https://maps.google.com/?cid=1982149509952896657,+40 766 301 835,27/07/2020 23:37:18,27/07/2020 23:37:18
Corner Delivery,restaurant,"bar,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Fildeșului nr 1, București 031651, Romania",Romania,44.4266757,26.1439312,ChIJPUk1HcX-sUAR_PKUzzqC9Iw,4.5,569,https://maps.google.com/?cid=10156886248729670396,+40 21 895 0500,27/07/2020 23:37:19,27/07/2020 23:37:19
French Bakery,bakery,"cafe,bar,restaurant,food,point_of_interest,store,establishment",Tazz,Inchis,BUC,București,"Calea Victoriei 134, BucureÈ™ti 010094, Romania",Romania,44.4439612,26.0925725,ChIJU2BEU1D_sUARrijcCkhF8Tk,4.4,432,https://maps.google.com/?cid=4175194505271322798,+40 31 103 2588,27/07/2020 23:37:20,27/07/2020 23:37:20
Pizza Bonita Auchan Titan,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:15,BUC,București,"Strada Liviu Rebreanu 4, BucureÈ™ti 031771, Romania",Romania,44.4207481,26.1501544,ChIJtWkHI-z_sUARUm8NFZKhuIk,4,80,https://maps.google.com/?cid=9923859427701387090,+40 758 111 115,27/07/2020 23:37:22,27/07/2020 23:37:22
Old Brick Pub,restaurant,"bar,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Teiul Doamnei 35A, BucureÈ™ti, Romania",Romania,44.4619747,26.1261365,ChIJCVZrxL_4sUARWA-_Lo3eCk0,4.4,983,https://maps.google.com/?cid=5551494188643585880,+40 21 243 4347,27/07/2020 23:37:23,27/07/2020 23:37:23
Hashtag Pub,bar,"restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Șoseaua Mihai Bravu 32, București 021327, Romania",Romania,44.446409,26.125549,ChIJp-gOrc34sUARquv11oyLq_Y,4.4,1758,https://maps.google.com/?cid=17774453791365917610,+40 771 555 444,27/07/2020 23:37:24,27/07/2020 23:37:24
La Ceaune,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Plutașilor 3, București, Romania",Romania,44.4916054,26.0344793,ChIJmXenlL0DskARDmFwL5xg3QI,4,42,https://maps.google.com/?cid=206427381855969550,+40 732 232 863,27/07/2020 23:37:26,27/07/2020 23:37:26
Emerald Food,meal_delivery,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Șoseaua Berceni 102, București, Romania",Romania,44.3697062,26.1422944,ChIJqYUL7vr9sUAR5XbprUqqPGw,4.4,63,https://maps.google.com/?cid=7799295892420916965,+40 768 124 937,27/07/2020 23:37:27,27/07/2020 23:37:27
Restaurant LucaÃ¢â‚¬â„¢s,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Stavropoleos 5, BucureÈ™ti 030081, Romania",Romania,44.4320175,26.0981207,ChIJwXfea0D_sUARVKdY1hnDhco,4.4,23773,https://maps.google.com/?cid=14593284683301693268,+40 726 282 373,27/07/2020 23:37:31,27/07/2020 23:37:31
21 Pub Innovator,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Intrarea Panificației nr.8, București 077042, Romania",Romania,44.4356689,26.0200748,ChIJjwqZka4BskARy8i416pJfWg,4.2,221,https://maps.google.com/?cid=7529255150145816779,+40 770 288 500,27/07/2020 23:37:33,27/07/2020 23:37:33
Borsalino,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Ion C. Brătianu 44, București 030177, Romania",Romania,44.4294828,26.1033953,ChIJe7_FGz7_sUARHY0RLyZKr64,4.3,1373,https://maps.google.com/?cid=12587361011382717725,+40 729 954 912,27/07/2020 23:37:37,27/07/2020 23:37:37
Casa Bachus,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea Griviței 204d, București, Romania",Romania,44.4595343,26.0593137,ChIJkZNcSDgBskARme4VRMdWZwU,4.3,95,https://maps.google.com/?cid=389375306631605913,+40 756 222 487,27/07/2020 23:37:38,27/07/2020 23:37:38
New York Pizza,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Camil Ressu 76, București, Romania",Romania,44.4129024,26.1629495,ChIJJSDC9pj-sUAR57fLejh2hzc,3.7,576,https://maps.google.com/?cid=4001296778892392423,+40 21 348 3459,27/07/2020 23:37:43,27/07/2020 23:37:43
Osteria Di David,bar,"restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bucharest, Romania",Romania,44.3955948,26.1231115,ChIJP1DqGl3-sUARkMioe7BEycU,4,227,https://maps.google.com/?cid=14251998020570237072,+40 728 968 315,27/07/2020 23:37:45,27/07/2020 23:37:45
Soho Burgers & More,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"4a Meard St, Soho, London W1F 0EF, United Kingdom",Romania,51.5134184,-0.1328839,ChIJBdlbF9MEdkgR-40DrDkxq84,4.5,3002,https://maps.google.com/?cid=14892050716599487995,+44 20 3609 9524,27/07/2020 23:37:47,27/07/2020 23:37:47
Trattoria Borghese,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Dâmbului 155, București 041243, Romania",Romania,44.3992,26.110078,ChIJaZvps1H-sUARHJ4sU4USlXU,4.1,467,https://maps.google.com/?cid=8472698637802839580,+40 31 428 8165,27/07/2020 23:37:48,27/07/2020 23:37:48
